iteration,temperature,current_score,best_score,accepted,rejected,current_hard_violations,current_skill_violations,current_availability_violations,current_fixed_assignment_violations,current_rest_violations,current_contract_violations,current_consecutive_work_violations,current_consecutive_night_violations,current_shortage_to_Cmin,current_shortage_to_Copt,current_overstaff_above_Copt,current_overstaff_above_Cmax,current_coverage_under_Cmin_cells,current_coverage_under_Copt_cells,current_coverage_over_Cmax_cells,current_preference_penalty,current_standard_profile_penalty,current_incompatibility_penalty,current_fairness_penalty,current_actual_assignments,best_hard_violations,best_skill_violations,best_availability_violations,best_fixed_assignment_violations,best_rest_violations,best_contract_violations,best_consecutive_work_violations,best_consecutive_night_violations,best_shortage_to_Cmin,best_shortage_to_Copt,best_overstaff_above_Copt,best_overstaff_above_Cmax,best_coverage_under_Cmin_cells,best_coverage_under_Copt_cells,best_coverage_over_Cmax_cells,best_preference_penalty,best_standard_profile_penalty,best_incompatibility_penalty,best_fairness_penalty,best_actual_assignments,stop_reason
56400,8.257687192506785,4228.0,2186.0,6027,50373,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,492.0,2056.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
56600,8.257687192506785,4228.0,2186.0,6039,50561,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,492.0,2056.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
56800,7.844802832881445,4228.0,2186.0,6067,50733,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,489.0,2059.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
57000,7.844802832881445,4224.0,2186.0,6083,50917,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,486.0,2056.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
57200,7.844802832881445,4219.0,2186.0,6095,51105,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,478.0,2059.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
57400,7.844802832881445,4227.0,2186.0,6108,51292,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,486.0,2059.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
57600,7.452562691237373,4213.0,2186.0,6129,51471,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,480.0,2053.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
57800,7.452562691237373,4206.0,2186.0,6144,51656,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,471.0,2053.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
58000,7.452562691237373,4215.0,2186.0,6164,51836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,485.0,2050.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
58200,7.079934556675504,4194.0,2186.0,6185,52015,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,473.0,2041.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
58400,7.079934556675504,4209.0,2186.0,6203,52197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,485.0,2044.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
58600,7.079934556675504,4204.0,2186.0,6221,52379,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,480.0,2044.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
58800,7.079934556675504,4209.0,2186.0,6242,52558,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,480.0,2047.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
59000,6.725937828841728,4197.0,2186.0,6263,52737,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,480.0,2035.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
59200,6.725937828841728,4197.0,2186.0,6286,52914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,480.0,2035.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
59400,6.725937828841728,4193.0,2186.0,6306,53094,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,485.0,2026.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
59600,6.3896409373996415,4190.0,2186.0,6318,53282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,485.0,2023.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
59800,6.3896409373996415,4183.0,2186.0,6332,53468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,472.0,2029.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
60000,6.3896409373996415,4179.0,2186.0,6349,53651,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,473.0,2026.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
60200,6.3896409373996415,4185.0,2186.0,6371,53829,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,482.0,2023.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
60400,6.070158890529659,4173.0,2186.0,6386,54014,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,470.0,2023.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
60600,6.070158890529659,4187.0,2186.0,6408,54192,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,475.0,2032.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
60800,6.070158890529659,4193.0,2186.0,6423,54377,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,475.0,2038.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
61000,5.766650946003176,4188.0,2186.0,6438,54562,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,467.0,2041.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
61200,5.766650946003176,4168.0,2186.0,6457,54743,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,447.0,2041.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
61400,5.766650946003176,4159.0,2186.0,6480,54920,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,447.0,2032.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
61600,5.766650946003176,4155.0,2186.0,6500,55100,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,447.0,2026.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
61800,5.478318398703016,4158.0,2186.0,6512,55288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,447.0,2029.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
62000,5.478318398703016,4152.0,2186.0,6528,55472,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,447.0,2023.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
62200,5.478318398703016,4150.0,2186.0,6548,55652,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,451.0,2017.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
62400,5.204402478767865,4152.0,2186.0,6557,55843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,452.0,2020.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
62600,5.204402478767865,4141.0,2186.0,6571,56029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,442.0,2017.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
62800,5.204402478767865,4153.0,2186.0,6587,56213,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,451.0,2020.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
63000,5.204402478767865,4142.0,2186.0,6605,56395,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,446.0,2014.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
63200,4.944182354829472,4136.0,2186.0,6619,56581,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,446.0,2008.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
63400,4.944182354829472,4136.0,2186.0,6636,56764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,446.0,2008.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
63600,4.944182354829472,4131.0,2186.0,6646,56954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,438.0,2011.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
63800,4.696973237087998,4131.0,2186.0,6662,57138,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,438.0,2011.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
64000,4.696973237087998,4126.0,2186.0,6680,57320,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,442.0,2002.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
64200,4.696973237087998,4120.0,2186.0,6698,57502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,442.0,1996.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
64400,4.696973237087998,4126.0,2186.0,6713,57687,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,442.0,2002.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
64600,4.462124575233598,4117.0,2186.0,6731,57869,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,433.0,2002.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
64800,4.462124575233598,4116.0,2186.0,6746,58054,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,429.0,2005.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
65000,4.462124575233598,4108.0,2186.0,6762,58238,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,421.0,2005.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
65200,4.2390183464719176,4096.0,2186.0,6780,58420,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,417.0,1999.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
65400,4.2390183464719176,4096.0,2186.0,6799,58601,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,423.0,1993.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
65600,4.2390183464719176,4090.0,2186.0,6815,58785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,423.0,1987.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
65800,4.2390183464719176,4084.0,2186.0,6839,58961,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,423.0,1981.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
66000,4.027067429148321,4084.0,2186.0,6854,59146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,423.0,1981.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
66200,4.027067429148321,4086.0,2186.0,6870,59330,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,422.0,1984.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
66400,4.027067429148321,4096.0,2186.0,6882,59518,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,426.0,1990.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
66600,3.825714057690905,4095.0,2186.0,6902,59698,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,425.0,1990.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
66800,3.825714057690905,4098.0,2186.0,6922,59878,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,425.0,1993.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
67000,3.825714057690905,4081.0,2186.0,6942,60058,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,405.0,1996.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
67200,3.825714057690905,4081.0,2186.0,6954,60246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,405.0,1996.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
67400,3.6344283548063596,4078.0,2186.0,6969,60431,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,402.0,1996.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
67600,3.6344283548063596,4078.0,2186.0,6980,60620,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,402.0,1996.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
67800,3.6344283548063596,4082.0,2186.0,6997,60803,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,400.0,2002.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
68000,3.4527069370660413,4086.0,2186.0,7014,60986,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,404.0,2002.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
68200,3.4527069370660413,4075.0,2186.0,7030,61170,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,396.0,1999.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
68400,3.4527069370660413,4072.0,2186.0,7042,61358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,393.0,1999.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
68600,3.4527069370660413,4067.0,2186.0,7063,61537,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,383.0,2002.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
68800,3.280071590212739,4058.0,2186.0,7084,61716,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,382.0,1996.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
69000,3.280071590212739,4045.0,2186.0,7101,61899,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,372.0,1993.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
69200,3.280071590212739,4037.0,2186.0,7109,62091,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,367.0,1990.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
69400,3.116068010702102,4037.0,2186.0,7123,62277,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,367.0,1990.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
69600,3.116068010702102,4023.0,2186.0,7134,62466,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,362.0,1981.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
69800,3.116068010702102,4017.0,2186.0,7147,62653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,362.0,1975.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
70000,3.116068010702102,4023.0,2186.0,7164,62836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,362.0,1981.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
70200,2.960264610166997,4023.0,2186.0,7178,63022,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,362.0,1981.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
70400,2.960264610166997,4007.0,2186.0,7192,63208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,358.0,1969.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
